link,title,keywords,conclusion,dates,abstract
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7393334/,Hypertension and related diseases in the era of COVID-19: a report from the Japanese Society of Hypertension Task Force on COVID-19,null,null,Published online 2020 Sep 10.,"Urgent treatments, in any modality, to fight SARS-CoV-2 infections are desired by society in general, by health professionals, by Estate-leaders and, mainly, by the scientific community, because one thing is certain amidst the numerous uncertainties regarding COVID-19: knowledge is the means to discover or to produce an effective treatment against this global disease. Scientists from several areas in the world are still committed to this mission, as shown by the accelerated scientific production in the first half of 2020 with over 25,000 published articles related to the new coronavirus. Three great lines of publications related to COVID-19 were identified for building this article: The first refers to knowledge production concerning the virus and pathophysiology of COVID-19; the second regards efforts to produce vaccines against SARS-CoV-2 at a speed without precedent in the history of science; the third comprehends the attempts to find a marketed drug that can be used to treat COVID-19 by drug repurposing. In this review, the drugs that have been repurposed so far are grouped according to their chemical class. Their structures will be presented to provide better understanding of their structural similarities and possible correlations with mechanisms of actions. This can help identifying anti-SARS-CoV-2 promising therapeutic agents."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7534589/,Imbalance of Regulatory and Cytotoxic SARS-CoV-2-Reactive CD4+ T Cells in COVID-19,"human, SARS-CoV-2, COVID-19, CD4+ T cells, single-cell RNA sequencing, scRNA-seq, antigen-reactive T cell enrichment, ARTE, TFH, TREG, cytotoxic, CD4-CTLs","To capture CD4+ T cells responding to SARS-CoV-2 in patients with COVID-19 illness, we employed the antigen-reactive T cell enrichment (ARTE) assay (Bacher et al., 2013, 2016, 2019; Schmiedel et al., 2018) that relies on in vitro stimulation of peripheral blood mononuclear cells (PBMCs) for 6 h with overlapping peptide pools targeting the immunogenic domains of the spike and membrane proteins of SARS-CoV-2 (see STAR Methods; Thieme et al., 2020). Following in vitro stimulation, SARS-CoV-2-reactive CD4+ memory T cells were isolated based on the expression of cell surface markers (CD154 and CD69) that reflect recent engagement of the T cell receptor (TCR) by cognate major histocompatibility complex (MHC)-peptide complexes (Figure S1 A). In the context of acute COVID-19 illness, CD4+ T cells expressing activation markers have been reported in the blood (Braun et al., 2020; Thevarajan et al., 2020); such CD4+ T cells, presumably activated in vivo by endogenous SARS-CoV-2 viral antigens, were also captured during the ARTE assay, thereby enabling us to study a comprehensive array of CD4+ T cell subsets responding to SARS-CoV-2. We sorted > 300,000 SARS-CoV-2-reactive CD4+ T cells from > 1.3 billion PBMCs isolated from a total of 40 patients with COVID-19 illness (22 hospitalized patients with severe illness, 9 of whom required intensive care unit [ICU] treatment, and 18 non-hospitalized subjects with relatively milder disease; Figures 1A and 1B and Tables S1A and S1B). In addition to expressing CD154 and CD69, sorted SARS-CoV-2-reactive CD4+ T cells co-expressed other activation-related cell surface markers like CD38, CD137 (4-1BB), CD279 (PD-1), and HLA-DR (Figures 1C and
S1B and Table S1C).",Published online 2020 Nov 26.,"Timely detection and diagnosis are essentially needed to guide outbreak measures and infection control. It is vital to improve healthcare quality in public places, markets, schools and airports and provide useful insights into the technological environment and help researchers acknowledge the choices and gaps available in this field. In this narrative review, the detection of coronavirus disease 2019 (COVID-19) technologies is summarized and discussed with a comparison between them from several aspects to arrive at an accurate decision on the feasibility of applying the best of these techniques in the biosensors that operate using laser detection technology. The collection of data in this analysis was done by using six reliable academic databases, namely, Science Direct, IEEE Xplore, Scopus, Web of Science, Google Scholar and PubMed. This review includes an analysis review of three highlights: evaluating the hazard of pandemic COVID-19 transmission styles and comparing them with Severe Acute Respiratory Syndrome (SARS) and Middle East Respiratory Syndrome (MERS) to identify the main causes of the virus spreading, a critical analysis to diagnose coronavirus disease 2019 (COVID-19) based on artificial intelligence using CT scans and CXR images and types of biosensors. Finally, we select the best methods that can potentially stop the propagation of the coronavirus pandemic."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7781116/,"Global Initiative for the Diagnosis, Management, and Prevention of Chronic Obstructive Lung Disease. The 2020 GOLD Science Committee Report on COVID-19 and Chronic Obstructive Pulmonary Disease","chronic obstructive pulmonary disease, COVID-19, treatment, diagnosis",Risk of Infection with SARS-CoV-2,Published online 2020 Dec 14.,"The severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) virus attacks multiple organs of coronavirus disease 2019 (COVID-19) patients, including the brain. There are worldwide descriptions of neurological deficits in COVID-19 patients. Central nervous system (CNS) symptoms can be present early in the course of the disease. As many as 55% of hospitalized COVID-19 patients have been reported to have neurological disturbances three months after infection by SARS-CoV-2. The mutability of the SARS-COV-2 virus and its potential to directly affect the CNS highlight the urgency of developing technology to diagnose, manage, and treat brain injury in COVID-19 patients. The pathobiology of CNS infection by SARS-CoV-2 and the associated neurological sequelae of this infection remain poorly understood. In this review, we outline the rationale for the use of blood biomarkers (BBs) for diagnosis of brain injury in COVID-19 patients, the research needed to incorporate their use into clinical practice, and the improvements in patient management and outcomes that can result. BBs of brain injury could potentially provide tools for detection of brain injury in COVID-19 patients. Elevations of BBs have been reported in cerebrospinal fluid (CSF) and blood of COVID-19 patients. BB proteins have been analyzed in CSF to detect CNS involvement in patients with infectious diseases, including human immunodeficiency virus and tuberculous meningitis. BBs are approved by the U.S. Food and Drug Administration for diagnosis of mild versus moderate traumatic brain injury and have identified brain injury after stroke, cardiac arrest, hypoxia, and epilepsy. BBs, integrated with other diagnostic tools, could enhance understanding of viral mechanisms of brain injury, predict severity of neurological deficits, guide triage of patients and assignment to appropriate medical pathways, and assess efficacy of therapeutic interventions in COVID-19 patients."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7646264/,Expression of ACE2 in airways: Implication for COVID‐19 risk and disease management in patients with chronic inflammatory respiratory diseases,null,null,Published online 2021 Jan 11.,"Viruses are known for using host machinery for their replication and survival, resulting in perturbations to the host system. This leads to biochemical warfare between the two, wherein the levels of metabolites, transcripts, and proteins are altered. Host physiology ultimately changes due to the disease and is involved in the generation of symptoms. Many studies have investigated biochemical and physiological perturbations in human host cells infected with SARS-CoV-2. Analysis of COVID-19 disease groups with varying severity has shown altered blood profiles, including lower lymphocyte counts (lymphopenia), increased erythrocyte sedimentation rate, decreased procalcitonin, and up-regulation of biomarkers such as lactate dehydrogenase, interleukin-6 (IL-6), C-reactive protein (CRP), D-dimer, and serum ferritin, among others.8,10,33,34 However, exact biomarkers prognostically predicting COVID-19 severity remain elusive to date."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7535803/,SARS-CoV-2 RapidPlex: A Graphene-Based Multiplexed Telemedicine Platform for Rapid and Low-Cost COVID-19 Diagnosis and Monitoring,"COVID-19, biosensors, telemedicine, graphene, antibody, antigen, C-reactive protein, SARS-CoV-2, electrochemical","On March 11, 2020, the World Health Organization characterized the COVID-19 outbreak as a pandemic. Six months later, the global health crisis had continued with over 30 million confirmed cases of novel coronavirus globally, with over 22% of these being in the United States.1 It is estimated that 14%–20% of patients will develop severe illness requiring hospitalization.2 Initial efforts to mitigate the spread through state-mandated “stay-at-home” orders appeared effective; however, reopening of the United States economy resulted in renewed exponential spread of novel coronavirus, as predicted.3 It is estimated that the United States gross domestic product will suffer losses upward of $45.3 billion during a flu-like pandemic without available vaccines.4 Safe reopening of the economy, schools, and universities requires multiple approaches to mitigate the risks associated with COVID-19, including simple, affordable, and effective test-and-trace measures.",Published online 2020 Aug 4.,"Imaging techniques such as chest X-rays, pulmonary computed tomography (CT) scans, and lung ultrasounds are important tools in the early diagnosis of pneumonia in patients with COVID-19. Although chest X-rays are less expensive and more convenient for follow up in pneumonia cases, the technique has low-resolution and projection overlapping, which could lead to many false-negative COVID-19 cases.39 Reports indicate that COVID-19 patients submitted to chest CT scans on admission presented abnormal results (about 90%), showing bilateral multiple ground-glass and patchy opacity.40 A study with 101 patients in China showed that COVID-19 pneumonia displayed typical imaging features, such as ground-glass opacities (GGO) (86.1%) or mixed GGO and consolidation (64.4%), vascular enlargement in the lesion (71.3%), and traction bronchiectasis (52.5%).39 Importantly, a CT scan has a sensitivity that is greater than that of RT-qPCR (97.2 versus 83.3% (discussed below) for the diagnosis of COVID-19 patients.41 Despite its high sensitivity in diagnosing COVID-19, chest CT findings in COVID 19 could be indistinguishable from other viral pneumonia findings, resulting in false positives.42 However, taken together, the association of a clinical assessment with imaging findings has a complementary role in the diagnosis of COVID-19."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7366108/,"An updated insight into the molecular pathogenesis, secondary complications and potential therapeutics of COVID-19 pandemic","ARI, acute renal injury; ANG-I, angiotensin I; ANG-II, angiotensin II; ACE-2, angiotensin-converting enzyme 2; CRI, chronic renal injury; CVD, cardiovascular diseases; CTD, C-terminal domain; ERGIC, endoplasmic reticulum-golgi intermediate compartment; NTD, N-terminal domain; MERS-CoV, middle east respiratory syndrome coronavirus; RBD, receptor-binding domain; SARS-CoV, severe acute respiratory syndrome coronavirus; SARS-CoV-2, severe acute respiratory syndrome coronavirus 2; TMPRSS, transmembrane protease serine protease-2 (TMPRSS-2); 5’-UTR, 5′-untranslated region","According to the World Health Organization (WHO), viral infections are widespread infectious diseases that cause serious public health concerns, resulting in thousands of deaths worldwide [1]. There have been three zoonotic outbreaks caused by coronaviruses (CoVs) since the beginning of this century, i.e. severe acute respiratory syndrome coronavirus (SARS-CoV) in 2002, middle-east respiratory syndrome coronavirus (MERS-CoV) in 2012, followed by the recent ongoing severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in 2019. [2,3]. Numerous patients with baffling pneumonia secondary to an unknown virus emerged in Wuhan, China in December 2019, and later the virus was identified as a new beta coronavirus and officially recognized as severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) [4,5]. On 11th February 2020, the WHO named this disease as “COVID-19,” and subsequently, on 11th March 2020, the WHO declared the “COVID-19” a pandemic [6]. Currently, the outbreak has spread globally with approximately 10 million confirmed cases, 0.5 million confirmed deaths, and 5 million total worldwide recoveries as of 30th June 2020. Numerous pieces of evidences suggest that person-to-person transmission is an expected path for spreading of COVID-19 infection; primarily occurs via direct interaction or via microdroplets propagated by coughing or sneezing from an infected COVID-19 individual [[7], [8], [9]]. The clinical symptoms of COVID-19 vary from asymptomatic or symptomatic to clinical conditions marked by respiratory distress to systemic effects of sepsis, shock, and multiple syndromes of organ failure [10]. The typical clinical highlights include headache, fever, sore throat, cough, fatigue, breathlessness [[7], [8], [9], [10]] and have a strong prognosis in general. A considerable number of COVID-19 cases, however, have progressed rapidly to severe forms, especially among older men with underlying diseases. Significant cases may involve dyspnea, acute respiratory distress syndrome, acute heart injury, acute kidney injury, acute liver injury, neurological injury, gastrointestinal injury, immune failure, compromised coagulation and even death [11].",Published online 2020 Aug 31.,"Coronavirus disease 2019 (COVID-19), the infectious disease caused by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), is an aggressive disease that attacks the respiratory tract and has a higher fatality rate than seasonal influenza. The COVID‐19 pandemic is a global health crisis, and no specific therapy or drug has been formally recommended for use against SARS-CoV-2 infection. In this context, it is a rational strategy to investigate the repurposing of existing drugs to use in the treatment of COVID-19 patients. In the meantime, the medical community is trialing several therapies that target various antiviral and immunomodulating mechanisms to use against the infection. There is no doubt that antiviral and supportive treatments are important in the treatment of COVID-19 patients, but anti-inflammatory therapy also plays a pivotal role in the management COVID-19 patients due to its ability to prevent further injury and organ damage or failure. In this review, we identified drugs that could modulate cytokines levels and play a part in the management of COVID-19. Several drugs that possess an anti-inflammatory profile in others illnesses have been studied in respect of their potential utility in the treatment of the hyperinflammation induced by SAR-COV-2 infection. We highlight a number of antivirals, anti-rheumatic, anti-inflammatory, antineoplastic and antiparasitic drugs that have been found to mitigate cytokine production and consequently attenuate the “cytokine storm” induced by SARS-CoV-2. Reduced hyperinflammation can attenuate multiple organ failure, and even reduce the mortality associated with severe COVID-19. In this context, despite their current unproven clinical efficacy in relation to the current pandemic, the repurposing of drugs with anti-inflammatory activity to use in the treatment of COVID-19 has become a topic of great interest."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7767501/,The Current Status of Drug Repositioning and Vaccine Developments for the COVID-19 Pandemic,"SARS-CoV-2, COVID-19, drug repositioning, vaccine, public health crisis","The outbreak of coronavirus disease 2019 (COVID-19) caused by the novel severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), which was first reported in Wuhan City, Hubei Province, China, on 31 December 2019, has spread over the world with an unparalleled speed [1,2]. The disease is so transmissible that the number of cases and deaths rose rapidly across borders, which prompted the World Health Organization (WHO) to declare the COVID-19 outbreak to be a global pandemic on 11 March 2020. As of 26 November 2020, more than 60,700,000 cases and 1,425,000 deaths have been reported worldwide [3].",null,null
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7442559/,Sex differences underlying preexisting cardiovascular disease and cardiovascular injury in COVID-19,"Sex differences, Cardiovascular, COVID-19, ACE2, Arrhythmia, Thrombosis","The novel 2019 coronavirus disease (COVID-19) results from severe acute respiratory syndrome coronarvirus-2 (SARS-CoV-2) infection and typically afflicts the lungs, with severe cases leading to acute respiratory distress syndrome [1]. Although the respiratory system is the major organ system affected by SARS-CoV-2, cardiovascular complications should not be overlooked by healthcare workers and basic scientists. In particular, acute myocardial injury, cardiac arrhythmias and microvascular dysfunction and thrombosis are reported to contribute to a large proportion of COVID-19 deaths [[2], [3], [4], [5], [6], [7]].",Published online 2020 Dec 3.,"The explosion of the new coronavirus (SARS-CoV-2) pandemic has brought the role of the angiotensin converting enzyme 2 (ACE2) back into the scientific limelight. Since SARS-CoV-2 must bind the ACE2 for entering the host cells in humans, its expression and body localization are critical to track the potential target organ of this infection and to outline disease progression and clinical outcomes. Here, we mapped the physiological body distribution, expression, and activities of ACE2 and discussed its potential correlations and mutal interactions with the disparate symptoms present in SARS-CoV-2 patients at the level of different organs. We highlighted that despite during SARS-CoV-2 infection ACE2-expressing organs may become direct targets, leading to severe pathological manifestations, and subsequent multiple organ failures, the exact mechanism and the potential interactions through which ACE2 acts in these organs is still heavily debated. Further scientific efforts, also considering a personalized approach aimed to consider specific patient differences in the mutual interactions ACE2-SARS-CoV-2 and the long-term health effects associated with COVID-19 are currently mandatory."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7826147/,"Neurological symptoms, manifestations, and complications associated with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and coronavirus disease 19 (COVID-19)",null,null,Published online 2020 Sep 15.,"COVID-19 is a severe infectious disease that has claimed >150,000 lives and infected millions in the United States thus far, especially the elderly population. Emerging evidence has shown the virus to cause hemorrhagic and immunologic responses, which impact all organs, including lungs, kidneys, and the brain, as well as extremities. SARS-CoV-2 also affects patients’, families’, and society’s mental health at large. There is growing evidence of re-infection in some patients. The goal of this paper is to provide a comprehensive review of SARS-CoV-2-induced disease, its mechanism of infection, diagnostics, therapeutics, and treatment strategies, while also focusing on less attended aspects by previous studies, including nutritional support, psychological, and rehabilitation of the pandemic and its management. We performed a systematic review of >1,000 articles and included 425 references from online databases, including, PubMed, Google Scholar, and California Baptist University’s library. COVID-19 patients go through acute respiratory distress syndrome, cytokine storm, acute hypercoagulable state, and autonomic dysfunction, which must be managed by a multidisciplinary team including nursing, nutrition, and rehabilitation. The elderly population and those who are suffering from Alzheimer’s disease and dementia related illnesses seem to be at the higher risk. There are 28 vaccines under development, and new treatment strategies/protocols are being investigated. The future management for COVID-19 should include B-cell and T-cell immunotherapy in combination with emerging prophylaxis. The mental health and illness aspect of COVID-19 are among the most important side effects of this pandemic which requires a national plan for prevention, diagnosis and treatment."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7508523/,Repurposing anticancer drugs for the management of COVID-19,"COVID-19, SARS-CoV-2, Anticancer drugs, Repurposing","COVID-19 exhibits mild to moderate symptoms, which may progress into severe pneumonia, with lymphopenia, and an exhausted cytokine release syndrome [24]. The disease is caused by a novel strain of coronaviruses (SARS-CoV-2) that emerged in November–December 2019, probably naturally selected in an animal host before zoonotic transfer. However, SARS-CoV-2 has then crossed the animal species barriers and acquired the capacity of human-to-human infection, resulting in a rapid spread of COVID-19 at a pandemic proportion [83].",null,null
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7438210/,Gastrointestinal symptoms associated with COVID-19: impact on the gut microbiome,"ARDS, acute respiratory distress syndrome; ACE2, Angiotensin-Converting Enzyme II; CNS, central nervous system; COVID-19, coronavirus disease 2019; CPR, C-reactive protein; H1N1, influenza A virus; IL, Interleukin; MERS, Middle East respiratory syndrome; PRS, proteomic risk score; SARS, severe acute respiratory syndrome; SARS-CoV-2, severe acute respiratory syndrome coronavirus 2; SCFA, short-chain fatty acids; RAS, renin-angiotensin system; ROS, Reactive oxygen species; RT-PCR, reverse transcription-polymerase chain reaction; TMPRSS2, transmembrane serine protease 2; TNFα, tumor necrosis factor alpha","A multitude of epidemiological studies describe different phases in the development of COVID-19. The early or viral phase, shortly after infection, marked by a high viral load and a reduced inflammatory activity, with hardly any symptoms, and which is also associated with gastrointestinal illness (Fig 1 ). Besides, patients with COVID-19 who had the highest viral load levels at the beginning of the infection and subsequently decreased over time could explain the rapid spread of the disease.9 , 10 During the progressive or late phase of infection, COVID-19 positive individuals develop most severe symptoms like respiratory problems and fever. Immune cells like neutrophils, infiltrating monocytes, and macrophages produce inflammatory cytokines and reactive oxygen species. Also, respiratory manifestations such as cough, sputum production and shortness of breath remain the most common symptoms, following fever or pneumonia.11 , 12 In a study with 102 COVID-19 patients, serum level of cytokines as interleukin (IL)-6 and IL-10 were indicators of disease severity, showing that high levels of proinflammatory cytokine storm were associated with more severe disease development.13 Some patients with COVID-19 had severe complications, including acute respiratory distress syndrome, cardiovascular conditions, multiple organ dysfunction syndromes, or septic shock. These complications are related to the release of cytokines and hyperinflammation or “cytokine storm syndrome”14 (Fig. 1). A person is more infectious in the initial phase when the symptomatology of the disease does not manifest itself with respiratory symptoms, and however, the pre-symptomatic transmission may play an important role.7 Nevertheless, detecting SARS-CoV-2 infection in those without fever and/or respiratory symptoms is difficult because SARS-CoV-2 tests are not usually performed in infected people without these symptoms.",Published online 2020 Oct 5.,
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7347954/,SARS-CoV-2 and COVID-19: From the Bench to the Bedside,"coronavirus, COVID-19, SARS, SARS-CoV-2","At the end of 2019, many cases of pneumonia of unknown origin were detected in the Chinese province of Wuhan. In early January 2020, they were confirmed to be caused by a novel coronavirus (CoV), later named Severe Acute Respiratory Syndrome Coronavirus-2 (SARS-CoV-2). SARS-CoV-2 has been recognized as the causal virus of Coronavirus Disease 2019 (COVID-19). Thanks to its remarkable capacity for asymptomatic transmission, SARS-CoV-2 possesses ideal attributes to reach pandemic levels. Since the identification of the first case in China, COVID-19 has rapidly spread all over the world, with about four million confirmed cases to date (https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6). Compared with other major viral outbreaks in contemporary history, like the 2002–2003 Severe Acute Respiratory Syndrome (SARS) and the Middle East Respiratory Syndrome (MERS; 2012–ongoing), COVID-19 appears to have a lower case-fatality rate (CFR; 3–4%) but a significantly higher basic reproductive ratio (R0) (2.68, 95% confidence interval: 2.47–2.86) (74) (TABLE 1). The main reasons why COVID-19 spreads more efficiently than SARS and MERS are its higher level of transmissibility and the number of freely circulating asymptomatic COVID-19 carriers (3, 27). A large study of 44,672 patients with COVID-19 in China, published by the Chinese Center for Disease Control and Prevention (CCDC), reported a CFR of 2.3% (61), which is significantly lower than that of SARS (9.5%) and MERS (34.4%) (14) (TABLE 1). Noteworthy, COVID-19 CFR is highly variable across the globe and increases substantially in people aged 60 and more, as observed in the Italian population. Relative susceptibility to symptomatic infection also increases with age (children are rarely infected), raising questions about the underlying biology of host responses in relation to age (73).",Published online 2021 Jan 1.,"The severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) pandemic has raised many questions about the management of patients with chronic obstructive pulmonary disease (COPD) and whether modifications of their therapy are required. It has raised questions about recognizing and differentiating coronavirus disease (COVID-19) from COPD given the similarity of the symptoms. The Global Initiative for Chronic Obstructive Lung Disease (GOLD) Science Committee used established methods for literature review to present an overview of the management of patients with COPD during the COVID-19 pandemic. It is unclear whether patients with COPD are at increased risk of becoming infected with SARS-CoV-2. During periods of high community prevalence of COVID-19, spirometry should only be used when it is essential for COPD diagnosis and/or to assess lung function status for interventional procedures or surgery. Patients with COPD should follow basic infection control measures, including social distancing, hand washing, and wearing a mask or face covering. Patients should remain up to date with appropriate vaccinations, particularly annual influenza vaccination. Although data are limited, inhaled corticosteroids, long-acting bronchodilators, roflumilast, or chronic macrolides should continue to be used as indicated for stable COPD management. Systemic steroids and antibiotics should be used in COPD exacerbations according to the usual indications. Differentiating symptoms of COVID-19 infection from chronic underlying symptoms or those of an acute COPD exacerbation may be challenging. If there is suspicion for COVID-19, testing for SARS-CoV-2 should be considered. Patients who developed moderate-to-severe COVID-19, including hospitalization and pneumonia, should be treated with evolving pharmacotherapeutic approaches as appropriate, including remdesivir, dexamethasone, and anticoagulation. Managing acute respiratory failure should include appropriate oxygen supplementation, prone positioning, noninvasive ventilation, and protective lung strategy in patients with COPD and severe acute respiratory distress syndrome. Patients who developed asymptomatic or mild COVID-19 should be followed with the usual COPD protocols. Patients who developed moderate or worse COVID-19 should be monitored more frequently and accurately than the usual patients with COPD, with particular attention to the need for oxygen therapy."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7784226/,Recent Developments on Therapeutic and Diagnostic Approaches for COVID-19,"antiviral drugs, anti-SARS-CoV-2 antibody, antiviral vaccines, ARDS, convalescent plasma therapy, immunotherapy, nanotherapeutics","Newly emerging virus diseases have become a major public health threat around the world in recent years. During the last two decades, outbreaks of several viral diseases have been reported including the severe acute respiratory syndrome coronavirus (SARS-CoV) (1) in 2002, H1N1 influenza (2) in 2009, the Middle East respiratory syndrome coronavirus (MERS-CoV) (3) in 2012, Ebola virus disease (EVD) (4) in 2013, and Zika virus (5) in 2015. The most recent and ongoing viral disease caused by the novel coronavirus has severely threatened public health worldwide. The outbreak of novel coronavirus was initially reported to the World Health Organization (WHO) on December 31, 2019. On January 12, 2020, WHO designated this virus as novel coronavirus “2019-nCoV” (6), and later, it was termed as the severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) by the International Committee on Taxonomy of Viruses (ICTV) because of its similarity with the previous SARS-CoV (7). On January 30, 2020, WHO declared this viral outbreak as a public health emergency of international concern (8). Later on February 11, 2020, WHO termed this disease as coronavirus disease 2019 (COVID-19) (9) and, subsequently on March 11, 2020, WHO declared COVID-19 as a global pandemic since the SARS-CoV-2 viral infection has spread rapidly in a growing number of countries (10). As of October 31, 2020, more than 45 million people were infected with the COVID-19 disease, and 1.2 million deaths have been reported globally (11). While human-to-human transmission rate is higher for SARS-CoV-2 than that of SARS-CoV virus, the mortality rate of COVID-19 disease is much lower than that of SARS-CoV infection (12). While all coronaviruses distress the respiratory tract, SARS-CoV-2 virus additionally also affects the heart, gastrointestinal system, liver, kidney, and the central nervous system eventually leading to multi-organ failure (13,14).",null,null
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7435207/,"The Virological, Immunological, and Imaging Approaches for COVID-19 Diagnosis and Research","COVID-19, immunology, pathology, diagnostics, specific T cells","In 2019, a novel coronavirus (SARS-CoV-2) was found to cause a highly contagious disease characterized by pneumonia. The disease (COVID-19) quickly spread around the globe, escalating to a global pandemic. In this review, we discuss the virological, immunological, and imaging approaches harnessed for COVID-19 diagnosis and research. COVID-19 shares many clinical characteristics with other respiratory illnesses.",Published online 2020 Oct 5.,
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7576114/,Expansion of SARS-CoV-2–Specific Antibody-Secreting Cells and Generation of Neutralizing Antibodies in Hospitalized COVID-19 Patients,null,null,Published online 2020 Jul 17.,"Coronavirus disease 2019 (COVID-19) is an unprecedented disease caused by highly pathogenic SARS-CoV-2 and characterized by extreme respiratory deterrence, pneumonia and immune damage. The phylogenetic analysis demonstrated the sequence similarity of SARS-CoV-2 with other SARS-like bat viruses. The primary source and intermediate host are not yet confirmed, although transmission from human to human is universally confirmed. The new SARS-CoV-2 virus reaches cells via ACE-2 and subsequently down-regulates ACE-2, leaving angiotensin II unbalanced in affected organs primarily in the lungs, heart, brain, and kidneys. As reported recently, numerous secondary complications i.e., neurological, nephrological, cardiovascular, gastrointestinal, immune, and hepatic complications, are associated with COVID-19 infection along with prominent respiratory disease including pneumonia. Extensive research work on recently discovered SARS-CoV-2 is in the pipeline to clarify pathogenic mechanisms, epidemiological features, and identify new drug targets that will lead to the development of successful strategies for prevention and treatment. There are currently no appropriate scientifically approved vaccines/drugs for COVID-19. Nonetheless, few broad-spectrum antiviral drugs, azithromycin were tested against COVID-19 in clinical trials, and finally, FDA approved emergency use of remdesivir in hospitalized COVID-19 patients. Additionally, administration of convalescent plasma obtained from recovered COVID-19 patients to infected COVID-19 patients reduces the viral burden via immunomodulation. This review analysis therefore concentrates primarily on recent discoveries related to COVID-19 pathogenesis along with a full description of the structure, genome, and secondary complication associated with SARS-CoV-2. Finally, a short and brief clinical update has been provided concerning the development of therapeutic medications and vaccines to counter COVID-19."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7330865/,SARS-CoV-2 pandemic and research gaps: Understanding SARS-CoV-2 interaction with the ACE2 receptor and implications for therapy,"COVID-19, ACE2, spike protein, pathogenesis, and animal model","A recently identified novel betacoronavirus, severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2), is the etiological agent of coronavirus disease-2019 (COVID-19). COVID-19 emerged in December 2019 in Wuhan City, China and rapidly spread to the rest of world. With a 4-12% mortality rate, COVID-19 is an emerging threat to global public health. According to the World Health Organization (WHO), China reported a cluster of pneumonia cases in Wuhan, Hubei province on December 31, 2019. It was reported that no deaths were associated with this pneumonia outbreak, which involved 44 patients as of January 4, 2020. On January 5, 2020, WHO announced that the pneumonia outbreak was due to a new virus that originated in the Huanan Seafood market in Wuhan, China, on January 12, 2020, the virus was confirmed as a novel coronavirus (nCoV). The first case of nCoV outside of China was reported in Thailand on January 13, 2020.",Published online 2020 Dec 21.,"Since the outbreak of coronavirus disease 2019 (COVID-19) was first identified, the world has vehemently worked to develop treatments and vaccines against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) at an unprecedented speed. Few of the repositioned drugs for COVID-19 have shown that they were efficacious and safe. In contrast, a couple of vaccines against SARS-CoV-2 will be ready for mass rollout early next year. Despite successful vaccine development for COVID-19, the world will face a whole new set of challenges including scale-up manufacturing, cold-chain logistics, long-term safety, and low vaccine acceptance. We highlighted the importance of knowledge sharing and collaboration to find innovative answers to these challenges and to prepare for newly emerging viruses."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7695108/,Clinical Characteristics and Outcomes of Patients Hospitalized for COVID-19 in Africa: Early Insights from the Democratic Republic of the Congo,null,null,Published online 2020 Aug 22.,"The novel 2019 coronavirus disease (COVID-19), resulting from severe acute respiratory syndrome coronarvirus-2 (SARS-CoV-2) infection, typically leads to respiratory failure in severe cases; however, cardiovascular injury is reported to contribute to a substantial proportion of COVID-19 deaths. Preexisting cardiovascular disease (CVD) is among the most common risk factors for hospitalization and death in COVID-19 patients, and the pathogenic mechanisms of COVID-19 disease progression itself may promote the development of cardiovascular injury, increasing risk of in-hospital death. Sex differences in COVID-19 are becoming more apparent as mounting data indicate that males seem to be disproportionately at risk of severe COVID-19 outcome due to preexisting CVD and COVID-19-related cardiovascular injury. In this review, we will provide a basic science perspective on current clinical observations in this rapidly evolving field and discuss the interplay sex differences, preexisting CVD and COVID-19-related cardiac injury."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7471802/,National Psoriasis Foundation COVID-19 Task Force Guidance for Management of Psoriatic Disease During the Pandemic: Version 1,"biologics, COVID-19, psoriasis, psoriatic arthritis, SARS-CoV-2",,null,null
